zipcode,zone,trange,zonetitle
11791,7b,5 to 10,7b: 5 to 10
11792,7b,5 to 10,7b: 5 to 10
11793,7b,5 to 10,7b: 5 to 10
11795,7b,5 to 10,7b: 5 to 10
11796,7b,5 to 10,7b: 5 to 10
11797,7b,5 to 10,7b: 5 to 10
11798,7b,5 to 10,7b: 5 to 10
11801,7b,5 to 10,7b: 5 to 10
11802,7b,5 to 10,7b: 5 to 10
11803,7b,5 to 10,7b: 5 to 10
11804,7b,5 to 10,7b: 5 to 10
11815,7b,5 to 10,7b: 5 to 10
11853,7b,5 to 10,7b: 5 to 10
11901,7a,0 to 5,7a: 0 to 5
11930,7b,5 to 10,7b: 5 to 10
11931,7a,0 to 5,7a: 0 to 5
11932,7b,5 to 10,7b: 5 to 10
11933,7a,0 to 5,7a: 0 to 5
11934,7a,0 to 5,7a: 0 to 5
11935,7a,0 to 5,7a: 0 to 5
11937,7b,5 to 10,7b: 5 to 10
11939,7b,5 to 10,7b: 5 to 10
11940,7a,0 to 5,7a: 0 to 5
11941,7a,0 to 5,7a: 0 to 5
11942,7a,0 to 5,7a: 0 to 5
11944,7b,5 to 10,7b: 5 to 10
11946,7a,0 to 5,7a: 0 to 5
11948,7a,0 to 5,7a: 0 to 5
11949,7a,0 to 5,7a: 0 to 5
11950,7a,0 to 5,7a: 0 to 5
11951,7a,0 to 5,7a: 0 to 5
11952,7a,0 to 5,7a: 0 to 5
11953,7a,0 to 5,7a: 0 to 5
11954,7b,5 to 10,7b: 5 to 10
11955,7a,0 to 5,7a: 0 to 5
11956,7a,0 to 5,7a: 0 to 5
11957,7b,5 to 10,7b: 5 to 10
11958,7b,5 to 10,7b: 5 to 10
11959,7a,0 to 5,7a: 0 to 5
11960,7a,0 to 5,7a: 0 to 5
11961,7a,0 to 5,7a: 0 to 5
11962,7b,5 to 10,7b: 5 to 10
11963,7a,0 to 5,7a: 0 to 5
11964,7b,5 to 10,7b: 5 to 10
11965,7b,5 to 10,7b: 5 to 10
11967,7a,0 to 5,7a: 0 to 5
11968,7a,0 to 5,7a: 0 to 5
11969,7b,5 to 10,7b: 5 to 10
11970,7a,0 to 5,7a: 0 to 5
11971,7b,5 to 10,7b: 5 to 10
11972,7a,0 to 5,7a: 0 to 5
11973,7a,0 to 5,7a: 0 to 5
11975,7b,5 to 10,7b: 5 to 10
11976,7b,5 to 10,7b: 5 to 10
11977,7a,0 to 5,7a: 0 to 5
11978,7a,0 to 5,7a: 0 to 5
11980,7a,0 to 5,7a: 0 to 5
12007,5b,-15 to -10,5b: -15 to -10
12008,6a,-10 to -5,6a: -10 to -5
12009,5b,-15 to -10,5b: -15 to -10
12010,5b,-15 to -10,5b: -15 to -10
12015,6a,-10 to -5,6a: -10 to -5
12016,5b,-15 to -10,5b: -15 to -10
12017,5b,-15 to -10,5b: -15 to -10
12018,5b,-15 to -10,5b: -15 to -10
12019,5b,-15 to -10,5b: -15 to -10
12020,5b,-15 to -10,5b: -15 to -10
12022,5b,-15 to -10,5b: -15 to -10
12023,5b,-15 to -10,5b: -15 to -10
12024,5b,-15 to -10,5b: -15 to -10
12025,5a,-20 to -15,5a: -20 to -15
12027,5b,-15 to -10,5b: -15 to -10
12028,5b,-15 to -10,5b: -15 to -10
12029,5b,-15 to -10,5b: -15 to -10
12031,5b,-15 to -10,5b: -15 to -10
12032,4b,-25 to -20,4b: -25 to -20
12033,6a,-10 to -5,6a: -10 to -5
12035,5b,-15 to -10,5b: -15 to -10
12036,5b,-15 to -10,5b: -15 to -10
12037,6a,-10 to -5,6a: -10 to -5
12040,5b,-15 to -10,5b: -15 to -10
12041,5b,-15 to -10,5b: -15 to -10
12042,5b,-15 to -10,5b: -15 to -10
12043,5b,-15 to -10,5b: -15 to -10
12045,6a,-10 to -5,6a: -10 to -5
12046,5b,-15 to -10,5b: -15 to -10
12047,6a,-10 to -5,6a: -10 to -5
12050,6a,-10 to -5,6a: -10 to -5
12051,6a,-10 to -5,6a: -10 to -5
12052,5b,-15 to -10,5b: -15 to -10
12053,5b,-15 to -10,5b: -15 to -10
12054,6a,-10 to -5,6a: -10 to -5
12055,5b,-15 to -10,5b: -15 to -10
12056,5b,-15 to -10,5b: -15 to -10
12057,5b,-15 to -10,5b: -15 to -10
12058,6a,-10 to -5,6a: -10 to -5
12059,5b,-15 to -10,5b: -15 to -10
12060,5b,-15 to -10,5b: -15 to -10
12061,6a,-10 to -5,6a: -10 to -5
12062,5b,-15 to -10,5b: -15 to -10
12063,6a,-10 to -5,6a: -10 to -5
12064,5b,-15 to -10,5b: -15 to -10
12065,6a,-10 to -5,6a: -10 to -5
12066,5b,-15 to -10,5b: -15 to -10
12067,6a,-10 to -5,6a: -10 to -5
12068,5b,-15 to -10,5b: -15 to -10
12069,5b,-15 to -10,5b: -15 to -10
12070,5b,-15 to -10,5b: -15 to -10
12071,5b,-15 to -10,5b: -15 to -10
12072,5b,-15 to -10,5b: -15 to -10
12073,5b,-15 to -10,5b: -15 to -10
12074,5a,-20 to -15,5a: -20 to -15
12075,6a,-10 to -5,6a: -10 to -5
12076,5b,-15 to -10,5b: -15 to -10
12077,6a,-10 to -5,6a: -10 to -5
12078,5a,-20 to -15,5a: -20 to -15
12082,5b,-15 to -10,5b: -15 to -10
12083,5b,-15 to -10,5b: -15 to -10
12084,6a,-10 to -5,6a: -10 to -5
12085,6a,-10 to -5,6a: -10 to -5
12086,5b,-15 to -10,5b: -15 to -10
12087,5b,-15 to -10,5b: -15 to -10
12089,5b,-15 to -10,5b: -15 to -10
12090,5b,-15 to -10,5b: -15 to -10
12092,5b,-15 to -10,5b: -15 to -10
12093,5b,-15 to -10,5b: -15 to -10
12094,5b,-15 to -10,5b: -15 to -10
12095,5b,-15 to -10,5b: -15 to -10
12106,6a,-10 to -5,6a: -10 to -5
12107,5b,-15 to -10,5b: -15 to -10
12108,4b,-25 to -20,4b: -25 to -20
12110,6a,-10 to -5,6a: -10 to -5
12115,6a,-10 to -5,6a: -10 to -5
12116,5b,-15 to -10,5b: -15 to -10
12117,5a,-20 to -15,5a: -20 to -15
12118,6a,-10 to -5,6a: -10 to -5
12120,5b,-15 to -10,5b: -15 to -10
12121,6a,-10 to -5,6a: -10 to -5
12122,5b,-15 to -10,5b: -15 to -10
12123,6a,-10 to -5,6a: -10 to -5
12124,6a,-10 to -5,6a: -10 to -5
12125,5b,-15 to -10,5b: -15 to -10
12128,6a,-10 to -5,6a: -10 to -5
12130,6a,-10 to -5,6a: -10 to -5
12131,5b,-15 to -10,5b: -15 to -10
12132,6a,-10 to -5,6a: -10 to -5
12133,5b,-15 to -10,5b: -15 to -10
12134,5a,-20 to -15,5a: -20 to -15
12136,6a,-10 to -5,6a: -10 to -5
12137,5b,-15 to -10,5b: -15 to -10
12138,5b,-15 to -10,5b: -15 to -10
12139,4b,-25 to -20,4b: -25 to -20
12140,6a,-10 to -5,6a: -10 to -5
12141,5b,-15 to -10,5b: -15 to -10
12143,6a,-10 to -5,6a: -10 to -5
12144,6a,-10 to -5,6a: -10 to -5
12147,5b,-15 to -10,5b: -15 to -10
12148,6a,-10 to -5,6a: -10 to -5
12149,5b,-15 to -10,5b: -15 to -10
12150,6a,-10 to -5,6a: -10 to -5
12151,6a,-10 to -5,6a: -10 to -5
12153,5b,-15 to -10,5b: -15 to -10
12154,6a,-10 to -5,6a: -10 to -5
12155,5b,-15 to -10,5b: -15 to -10
12156,6a,-10 to -5,6a: -10 to -5
12157,5b,-15 to -10,5b: -15 to -10
12158,6a,-10 to -5,6a: -10 to -5
12159,6a,-10 to -5,6a: -10 to -5
12160,5b,-15 to -10,5b: -15 to -10
12161,6a,-10 to -5,6a: -10 to -5
12164,4b,-25 to -20,4b: -25 to -20
12165,5b,-15 to -10,5b: -15 to -10
12166,5b,-15 to -10,5b: -15 to -10
12167,5b,-15 to -10,5b: -15 to -10
12168,5b,-15 to -10,5b: -15 to -10
12169,5b,-15 to -10,5b: -15 to -10
12170,5b,-15 to -10,5b: -15 to -10
12172,6a,-10 to -5,6a: -10 to -5
12173,6a,-10 to -5,6a: -10 to -5
12174,6a,-10 to -5,6a: -10 to -5
12175,5b,-15 to -10,5b: -15 to -10
12176,5b,-15 to -10,5b: -15 to -10
12177,5b,-15 to -10,5b: -15 to -10
12180,6a,-10 to -5,6a: -10 to -5
12181,6a,-10 to -5,6a: -10 to -5
12182,6a,-10 to -5,6a: -10 to -5
12183,6a,-10 to -5,6a: -10 to -5
12184,6a,-10 to -5,6a: -10 to -5
12185,5b,-15 to -10,5b: -15 to -10
12186,5b,-15 to -10,5b: -15 to -10
12187,5b,-15 to -10,5b: -15 to -10
12188,6a,-10 to -5,6a: -10 to -5
12189,6a,-10 to -5,6a: -10 to -5
12190,4b,-25 to -20,4b: -25 to -20
12192,6a,-10 to -5,6a: -10 to -5
12193,5b,-15 to -10,5b: -15 to -10
12194,5b,-15 to -10,5b: -15 to -10
12195,5b,-15 to -10,5b: -15 to -10
12196,6a,-10 to -5,6a: -10 to -5
12197,5b,-15 to -10,5b: -15 to -10
12198,6a,-10 to -5,6a: -10 to -5
12201,6a,-10 to -5,6a: -10 to -5
12202,6a,-10 to -5,6a: -10 to -5
12203,6a,-10 to -5,6a: -10 to -5
12204,6a,-10 to -5,6a: -10 to -5
12205,6a,-10 to -5,6a: -10 to -5
12206,6a,-10 to -5,6a: -10 to -5
12207,6a,-10 to -5,6a: -10 to -5
12208,6a,-10 to -5,6a: -10 to -5
12209,6a,-10 to -5,6a: -10 to -5
12210,6a,-10 to -5,6a: -10 to -5
12211,6a,-10 to -5,6a: -10 to -5
12212,6a,-10 to -5,6a: -10 to -5
12214,6a,-10 to -5,6a: -10 to -5
12220,6a,-10 to -5,6a: -10 to -5
12222,6a,-10 to -5,6a: -10 to -5
12223,6a,-10 to -5,6a: -10 to -5
12224,6a,-10 to -5,6a: -10 to -5
12225,6a,-10 to -5,6a: -10 to -5
12226,6a,-10 to -5,6a: -10 to -5
12227,6a,-10 to -5,6a: -10 to -5
12228,6a,-10 to -5,6a: -10 to -5
12229,6a,-10 to -5,6a: -10 to -5
12230,6a,-10 to -5,6a: -10 to -5
12231,6a,-10 to -5,6a: -10 to -5
12232,6a,-10 to -5,6a: -10 to -5
12233,6a,-10 to -5,6a: -10 to -5
12234,6a,-10 to -5,6a: -10 to -5
12235,6a,-10 to -5,6a: -10 to -5
12236,6a,-10 to -5,6a: -10 to -5
12237,6a,-10 to -5,6a: -10 to -5
12238,6a,-10 to -5,6a: -10 to -5
12239,6a,-10 to -5,6a: -10 to -5
12240,6a,-10 to -5,6a: -10 to -5
12241,6a,-10 to -5,6a: -10 to -5
12242,6a,-10 to -5,6a: -10 to -5
12243,6a,-10 to -5,6a: -10 to -5
12244,6a,-10 to -5,6a: -10 to -5
12245,6a,-10 to -5,6a: -10 to -5
12246,6a,-10 to -5,6a: -10 to -5
12247,6a,-10 to -5,6a: -10 to -5
12248,6a,-10 to -5,6a: -10 to -5
12249,6a,-10 to -5,6a: -10 to -5
12250,6a,-10 to -5,6a: -10 to -5
12255,6a,-10 to -5,6a: -10 to -5
12257,6a,-10 to -5,6a: -10 to -5
12260,6a,-10 to -5,6a: -10 to -5
12261,6a,-10 to -5,6a: -10 to -5
12288,6a,-10 to -5,6a: -10 to -5
12301,6a,-10 to -5,6a: -10 to -5
12302,5b,-15 to -10,5b: -15 to -10
12303,6a,-10 to -5,6a: -10 to -5
12304,6a,-10 to -5,6a: -10 to -5
12305,6a,-10 to -5,6a: -10 to -5
12306,5b,-15 to -10,5b: -15 to -10
12307,6a,-10 to -5,6a: -10 to -5
12308,6a,-10 to -5,6a: -10 to -5
12309,6a,-10 to -5,6a: -10 to -5
12325,5b,-15 to -10,5b: -15 to -10
12345,6a,-10 to -5,6a: -10 to -5
12401,6a,-10 to -5,6a: -10 to -5
12402,6b,-5 to 0,6b: -5 to 0
12404,6b,-5 to 0,6b: -5 to 0
12405,5b,-15 to -10,5b: -15 to -10
12406,5b,-15 to -10,5b: -15 to -10
12407,5b,-15 to -10,5b: -15 to -10
12409,6a,-10 to -5,6a: -10 to -5
12410,5b,-15 to -10,5b: -15 to -10
12411,6b,-5 to 0,6b: -5 to 0
12412,6a,-10 to -5,6a: -10 to -5
12413,6a,-10 to -5,6a: -10 to -5
12414,6a,-10 to -5,6a: -10 to -5
12416,6a,-10 to -5,6a: -10 to -5
12417,6b,-5 to 0,6b: -5 to 0
12418,5b,-15 to -10,5b: -15 to -10
12419,6b,-5 to 0,6b: -5 to 0
12420,6a,-10 to -5,6a: -10 to -5
12421,5b,-15 to -10,5b: -15 to -10
12422,5b,-15 to -10,5b: -15 to -10
12423,5b,-15 to -10,5b: -15 to -10
12424,5b,-15 to -10,5b: -15 to -10
12427,5b,-15 to -10,5b: -15 to -10
12428,6b,-5 to 0,6b: -5 to 0
12429,6a,-10 to -5,6a: -10 to -5
12430,5b,-15 to -10,5b: -15 to -10
12431,5b,-15 to -10,5b: -15 to -10
12432,6a,-10 to -5,6a: -10 to -5
12433,6a,-10 to -5,6a: -10 to -5
12434,5b,-15 to -10,5b: -15 to -10
12435,6a,-10 to -5,6a: -10 to -5
12436,5b,-15 to -10,5b: -15 to -10
12438,5b,-15 to -10,5b: -15 to -10
12439,5b,-15 to -10,5b: -15 to -10
12440,6b,-5 to 0,6b: -5 to 0
12441,5b,-15 to -10,5b: -15 to -10
12442,5b,-15 to -10,5b: -15 to -10
12443,6a,-10 to -5,6a: -10 to -5
12444,5b,-15 to -10,5b: -15 to -10
12446,6b,-5 to 0,6b: -5 to 0
12448,6a,-10 to -5,6a: -10 to -5
12449,6a,-10 to -5,6a: -10 to -5
12450,5b,-15 to -10,5b: -15 to -10
12451,6a,-10 to -5,6a: -10 to -5
12452,5b,-15 to -10,5b: -15 to -10
12453,6a,-10 to -5,6a: -10 to -5
12454,5b,-15 to -10,5b: -15 to -10
12455,5b,-15 to -10,5b: -15 to -10
12456,6a,-10 to -5,6a: -10 to -5
12457,6a,-10 to -5,6a: -10 to -5
12458,6a,-10 to -5,6a: -10 to -5
12459,5b,-15 to -10,5b: -15 to -10
12460,5b,-15 to -10,5b: -15 to -10
12461,6a,-10 to -5,6a: -10 to -5
12463,6a,-10 to -5,6a: -10 to -5
12464,6a,-10 to -5,6a: -10 to -5
12465,5b,-15 to -10,5b: -15 to -10
12466,6b,-5 to 0,6b: -5 to 0
12468,5b,-15 to -10,5b: -15 to -10
12469,5b,-15 to -10,5b: -15 to -10
12470,5b,-15 to -10,5b: -15 to -10
12471,6b,-5 to 0,6b: -5 to 0
12472,6b,-5 to 0,6b: -5 to 0
12473,6a,-10 to -5,6a: -10 to -5
12474,5a,-20 to -15,5a: -20 to -15
12475,6a,-10 to -5,6a: -10 to -5
12477,6a,-10 to -5,6a: -10 to -5
12480,5b,-15 to -10,5b: -15 to -10
12481,6a,-10 to -5,6a: -10 to -5
12482,6a,-10 to -5,6a: -10 to -5
12483,6b,-5 to 0,6b: -5 to 0
12484,6a,-10 to -5,6a: -10 to -5
12485,5b,-15 to -10,5b: -15 to -10
12486,6b,-5 to 0,6b: -5 to 0
12487,6a,-10 to -5,6a: -10 to -5
12489,6b,-5 to 0,6b: -5 to 0
12490,6a,-10 to -5,6a: -10 to -5
12491,6a,-10 to -5,6a: -10 to -5
12492,5b,-15 to -10,5b: -15 to -10
12493,6a,-10 to -5,6a: -10 to -5
12494,6a,-10 to -5,6a: -10 to -5
12495,6a,-10 to -5,6a: -10 to -5
12496,5b,-15 to -10,5b: -15 to -10
12498,6a,-10 to -5,6a: -10 to -5
12501,6a,-10 to -5,6a: -10 to -5
12502,6a,-10 to -5,6a: -10 to -5
12503,6a,-10 to -5,6a: -10 to -5
12504,6a,-10 to -5,6a: -10 to -5
12506,6a,-10 to -5,6a: -10 to -5
12507,6a,-10 to -5,6a: -10 to -5
12508,6b,-5 to 0,6b: -5 to 0
12510,6a,-10 to -5,6a: -10 to -5
12511,6b,-5 to 0,6b: -5 to 0
12513,6a,-10 to -5,6a: -10 to -5
12514,6a,-10 to -5,6a: -10 to -5
12515,6b,-5 to 0,6b: -5 to 0
12516,6a,-10 to -5,6a: -10 to -5
12517,6a,-10 to -5,6a: -10 to -5
12518,6b,-5 to 0,6b: -5 to 0
12520,6b,-5 to 0,6b: -5 to 0
12521,6a,-10 to -5,6a: -10 to -5
12522,6a,-10 to -5,6a: -10 to -5
12523,6a,-10 to -5,6a: -10 to -5
12524,6b,-5 to 0,6b: -5 to 0
12525,6b,-5 to 0,6b: -5 to 0
12526,6a,-10 to -5,6a: -10 to -5
12527,6b,-5 to 0,6b: -5 to 0
12528,6b,-5 to 0,6b: -5 to 0
12529,6a,-10 to -5,6a: -10 to -5
12530,6a,-10 to -5,6a: -10 to -5
12531,6b,-5 to 0,6b: -5 to 0
12533,6b,-5 to 0,6b: -5 to 0
12534,6a,-10 to -5,6a: -10 to -5
12537,6b,-5 to 0,6b: -5 to 0
12538,6a,-10 to -5,6a: -10 to -5
12540,6a,-10 to -5,6a: -10 to -5
12541,6a,-10 to -5,6a: -10 to -5
12542,6b,-5 to 0,6b: -5 to 0
12543,6b,-5 to 0,6b: -5 to 0
12544,6a,-10 to -5,6a: -10 to -5
12545,6a,-10 to -5,6a: -10 to -5
12546,6a,-10 to -5,6a: -10 to -5
12547,6b,-5 to 0,6b: -5 to 0
12548,6b,-5 to 0,6b: -5 to 0
12549,6b,-5 to 0,6b: -5 to 0
12550,6b,-5 to 0,6b: -5 to 0
12551,6b,-5 to 0,6b: -5 to 0
12552,6b,-5 to 0,6b: -5 to 0
12553,6b,-5 to 0,6b: -5 to 0
12555,6b,-5 to 0,6b: -5 to 0
12561,6b,-5 to 0,6b: -5 to 0
12563,6b,-5 to 0,6b: -5 to 0
12564,6a,-10 to -5,6a: -10 to -5
12565,6a,-10 to -5,6a: -10 to -5
12566,6b,-5 to 0,6b: -5 to 0
12567,6a,-10 to -5,6a: -10 to -5
12568,6b,-5 to 0,6b: -5 to 0
12569,6a,-10 to -5,6a: -10 to -5
12570,6a,-10 to -5,6a: -10 to -5
12571,6a,-10 to -5,6a: -10 to -5
12572,6a,-10 to -5,6a: -10 to -5
12574,6a,-10 to -5,6a: -10 to -5
12575,6b,-5 to 0,6b: -5 to 0
12577,6b,-5 to 0,6b: -5 to 0
12578,6a,-10 to -5,6a: -10 to -5
12580,6a,-10 to -5,6a: -10 to -5
12581,6a,-10 to -5,6a: -10 to -5
12582,6b,-5 to 0,6b: -5 to 0
12583,6a,-10 to -5,6a: -10 to -5
12584,6b,-5 to 0,6b: -5 to 0
12585,6a,-10 to -5,6a: -10 to -5
12586,6b,-5 to 0,6b: -5 to 0
12588,6b,-5 to 0,6b: -5 to 0
12589,6b,-5 to 0,6b: -5 to 0
12590,6b,-5 to 0,6b: -5 to 0
12592,6a,-10 to -5,6a: -10 to -5
12594,6a,-10 to -5,6a: -10 to -5
12601,6b,-5 to 0,6b: -5 to 0
12602,6b,-5 to 0,6b: -5 to 0
12603,6b,-5 to 0,6b: -5 to 0
12604,6b,-5 to 0,6b: -5 to 0
12701,6a,-10 to -5,6a: -10 to -5
12719,6a,-10 to -5,6a: -10 to -5
12720,6a,-10 to -5,6a: -10 to -5
12721,6b,-5 to 0,6b: -5 to 0
12722,6b,-5 to 0,6b: -5 to 0
12723,6a,-10 to -5,6a: -10 to -5
12724,5b,-15 to -10,5b: -15 to -10
12725,5b,-15 to -10,5b: -15 to -10
12726,6a,-10 to -5,6a: -10 to -5
12727,6a,-10 to -5,6a: -10 to -5
12729,6b,-5 to 0,6b: -5 to 0
12732,6a,-10 to -5,6a: -10 to -5
12733,6a,-10 to -5,6a: -10 to -5
12734,6a,-10 to -5,6a: -10 to -5
12736,5b,-15 to -10,5b: -15 to -10
12737,6a,-10 to -5,6a: -10 to -5
12738,6a,-10 to -5,6a: -10 to -5
12740,6a,-10 to -5,6a: -10 to -5
12741,5b,-15 to -10,5b: -15 to -10
12742,6a,-10 to -5,6a: -10 to -5
12743,6a,-10 to -5,6a: -10 to -5
12745,6a,-10 to -5,6a: -10 to -5
12746,6b,-5 to 0,6b: -5 to 0
12747,6a,-10 to -5,6a: -10 to -5
12748,6a,-10 to -5,6a: -10 to -5
12749,6a,-10 to -5,6a: -10 to -5
12750,6a,-10 to -5,6a: -10 to -5
12751,6a,-10 to -5,6a: -10 to -5
12752,6a,-10 to -5,6a: -10 to -5
12754,6a,-10 to -5,6a: -10 to -5
12758,5b,-15 to -10,5b: -15 to -10
12759,6a,-10 to -5,6a: -10 to -5
12760,5b,-15 to -10,5b: -15 to -10
12762,6a,-10 to -5,6a: -10 to -5
12763,6a,-10 to -5,6a: -10 to -5
12764,6a,-10 to -5,6a: -10 to -5
12765,6a,-10 to -5,6a: -10 to -5
12766,5b,-15 to -10,5b: -15 to -10
12767,5b,-15 to -10,5b: -15 to -10
12768,5b,-15 to -10,5b: -15 to -10
12769,6b,-5 to 0,6b: -5 to 0
12770,6a,-10 to -5,6a: -10 to -5
12771,6b,-5 to 0,6b: -5 to 0
12775,6a,-10 to -5,6a: -10 to -5
12776,5b,-15 to -10,5b: -15 to -10
12777,6a,-10 to -5,6a: -10 to -5
12778,6a,-10 to -5,6a: -10 to -5
12779,6a,-10 to -5,6a: -10 to -5
12780,6b,-5 to 0,6b: -5 to 0
12781,6b,-5 to 0,6b: -5 to 0
12783,6a,-10 to -5,6a: -10 to -5
12784,6a,-10 to -5,6a: -10 to -5
12785,6b,-5 to 0,6b: -5 to 0
12786,6a,-10 to -5,6a: -10 to -5
12787,6a,-10 to -5,6a: -10 to -5
12788,6a,-10 to -5,6a: -10 to -5
12789,6a,-10 to -5,6a: -10 to -5
12790,6b,-5 to 0,6b: -5 to 0
12791,5b,-15 to -10,5b: -15 to -10
12792,6a,-10 to -5,6a: -10 to -5
12801,5a,-20 to -15,5a: -20 to -15
12803,5a,-20 to -15,5a: -20 to -15
12804,5a,-20 to -15,5a: -20 to -15
12808,5a,-20 to -15,5a: -20 to -15
12809,5a,-20 to -15,5a: -20 to -15
12810,4b,-25 to -20,4b: -25 to -20
12811,4b,-25 to -20,4b: -25 to -20
12812,4a,-30 to -25,4a: -30 to -25
12814,5a,-20 to -15,5a: -20 to -15
12815,4b,-25 to -20,4b: -25 to -20
12816,5b,-15 to -10,5b: -15 to -10
12817,5a,-20 to -15,5a: -20 to -15
12819,5a,-20 to -15,5a: -20 to -15
12820,5a,-20 to -15,5a: -20 to -15
12821,5a,-20 to -15,5a: -20 to -15
12822,5a,-20 to -15,5a: -20 to -15
12823,5b,-15 to -10,5b: -15 to -10
12824,5a,-20 to -15,5a: -20 to -15
12827,5a,-20 to -15,5a: -20 to -15
12828,5a,-20 to -15,5a: -20 to -15
12831,5b,-15 to -10,5b: -15 to -10
12832,5a,-20 to -15,5a: -20 to -15
12833,5b,-15 to -10,5b: -15 to -10
12834,5b,-15 to -10,5b: -15 to -10
12835,5a,-20 to -15,5a: -20 to -15
12836,4b,-25 to -20,4b: -25 to -20
12837,5a,-20 to -15,5a: -20 to -15
12838,5a,-20 to -15,5a: -20 to -15
12839,5a,-20 to -15,5a: -20 to -15
12841,5a,-20 to -15,5a: -20 to -15
12842,4b,-25 to -20,4b: -25 to -20
12843,4b,-25 to -20,4b: -25 to -20
12844,5a,-20 to -15,5a: -20 to -15
12845,5a,-20 to -15,5a: -20 to -15
12846,5a,-20 to -15,5a: -20 to -15
12847,4a,-30 to -25,4a: -30 to -25
12848,5b,-15 to -10,5b: -15 to -10
12849,5a,-20 to -15,5a: -20 to -15
12850,5a,-20 to -15,5a: -20 to -15
12851,4b,-25 to -20,4b: -25 to -20
12852,4b,-25 to -20,4b: -25 to -20
12853,4b,-25 to -20,4b: -25 to -20
12854,5a,-20 to -15,5a: -20 to -15
12855,4b,-25 to -20,4b: -25 to -20
12856,4b,-25 to -20,4b: -25 to -20
12857,4b,-25 to -20,4b: -25 to -20
12858,4b,-25 to -20,4b: -25 to -20
12859,5a,-20 to -15,5a: -20 to -15
12860,5a,-20 to -15,5a: -20 to -15
12861,5a,-20 to -15,5a: -20 to -15
12862,4b,-25 to -20,4b: -25 to -20
12863,5b,-15 to -10,5b: -15 to -10
12864,4b,-25 to -20,4b: -25 to -20
12865,5b,-15 to -10,5b: -15 to -10
12866,5b,-15 to -10,5b: -15 to -10
12870,4b,-25 to -20,4b: -25 to -20
12871,5b,-15 to -10,5b: -15 to -10
12872,5a,-20 to -15,5a: -20 to -15
12873,5b,-15 to -10,5b: -15 to -10
12874,5a,-20 to -15,5a: -20 to -15
12878,4b,-25 to -20,4b: -25 to -20
12879,4b,-25 to -20,4b: -25 to -20
12883,4b,-25 to -20,4b: -25 to -20
12884,5b,-15 to -10,5b: -15 to -10
12885,5a,-20 to -15,5a: -20 to -15
12886,4b,-25 to -20,4b: -25 to -20
12887,5a,-20 to -15,5a: -20 to -15
12901,5a,-20 to -15,5a: -20 to -15
12903,5a,-20 to -15,5a: -20 to -15
12910,5a,-20 to -15,5a: -20 to -15
12911,5a,-20 to -15,5a: -20 to -15
12912,5a,-20 to -15,5a: -20 to -15
12913,4a,-30 to -25,4a: -30 to -25
12914,5a,-20 to -15,5a: -20 to -15
12915,4b,-25 to -20,4b: -25 to -20
12916,4b,-25 to -20,4b: -25 to -20
12917,4b,-25 to -20,4b: -25 to -20
12918,5a,-20 to -15,5a: -20 to -15
12919,5a,-20 to -15,5a: -20 to -15
12920,5a,-20 to -15,5a: -20 to -15
12921,5a,-20 to -15,5a: -20 to -15
12922,4a,-30 to -25,4a: -30 to -25
12923,5a,-20 to -15,5a: -20 to -15
12924,5a,-20 to -15,5a: -20 to -15
12926,4b,-25 to -20,4b: -25 to -20
12927,4a,-30 to -25,4a: -30 to -25
12928,4b,-25 to -20,4b: -25 to -20
12929,5a,-20 to -15,5a: -20 to -15
12930,4b,-25 to -20,4b: -25 to -20
12932,4b,-25 to -20,4b: -25 to -20
12933,4b,-25 to -20,4b: -25 to -20
12934,5a,-20 to -15,5a: -20 to -15
12935,5a,-20 to -15,5a: -20 to -15
12936,5a,-20 to -15,5a: -20 to -15
12937,5a,-20 to -15,5a: -20 to -15
12939,4a,-30 to -25,4a: -30 to -25
12941,5a,-20 to -15,5a: -20 to -15
12942,4b,-25 to -20,4b: -25 to -20
12943,4a,-30 to -25,4a: -30 to -25
12944,5a,-20 to -15,5a: -20 to -15
12945,4a,-30 to -25,4a: -30 to -25
12946,4a,-30 to -25,4a: -30 to -25
12949,4b,-25 to -20,4b: -25 to -20
12950,5a,-20 to -15,5a: -20 to -15
12952,4b,-25 to -20,4b: -25 to -20
12953,4b,-25 to -20,4b: -25 to -20
12955,4b,-25 to -20,4b: -25 to -20
12956,5a,-20 to -15,5a: -20 to -15
12957,4b,-25 to -20,4b: -25 to -20
12958,5a,-20 to -15,5a: -20 to -15
12959,4b,-25 to -20,4b: -25 to -20
12960,4b,-25 to -20,4b: -25 to -20
12961,4b,-25 to -20,4b: -25 to -20
12962,5a,-20 to -15,5a: -20 to -15
12964,4b,-25 to -20,4b: -25 to -20
12965,4b,-25 to -20,4b: -25 to -20
12966,4b,-25 to -20,4b: -25 to -20
12967,4b,-25 to -20,4b: -25 to -20
12969,4a,-30 to -25,4a: -30 to -25
12970,4a,-30 to -25,4a: -30 to -25
12972,5a,-20 to -15,5a: -20 to -15
12973,4a,-30 to -25,4a: -30 to -25
12974,5a,-20 to -15,5a: -20 to -15
12975,5a,-20 to -15,5a: -20 to -15
12976,4a,-30 to -25,4a: -30 to -25
12977,4a,-30 to -25,4a: -30 to -25
12978,4b,-25 to -20,4b: -25 to -20
12979,5a,-20 to -15,5a: -20 to -15
12980,4a,-30 to -25,4a: -30 to -25
12981,4b,-25 to -20,4b: -25 to -20
