Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other Uses,Link
Ceratonia siliqua,"Carob, St. john's bread",Tree,15.0,9-11,M,LM,N,DM,3,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Ceratonia siliqua
Ceratophyllum demersum,"Hornwort,  Coon's tail",Perennial,1.0,7-10,F,LMH,SN,WeWa,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Ceratophyllum demersum
Ceratostigma plumbaginoides,"Blue leadwood, Blue Plumbago, Perennial Plumbago, Leadwort",Perennial,0.4,6-9,F,LM,N,DM,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Ceratostigma plumbaginoides
Ceratostigma willmottianum,"Chinese Plumbago, Chinese Leadwort",Shrub,1.0,6-9,M,LM,N,DM,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Ceratostigma willmottianum
Cercidiphyllum japonicum,Katsura Tree,Tree,30.0,4-8,F,LMH,SN,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Cercidiphyllum japonicum
Cercidium microphyllum,Paloverde. Foothill palo verde. Small-leaved palo verde,Tree,4.0,9-10,S,LMH,N,DM,3,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Cercidium microphyllum
Cercis canadensis,"Redbud, Eastern redbud, Mexican redbud,Texas redbud",Tree,12.0,4-9,M,LM,SN,M,3,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Cercis canadensis
Cercis chinensis,Chinese Redbud,Tree,15.0,6-8,S,LM,N,M,1,2,,https://pfaf.org/user/Plant.aspx?LatinName=Cercis chinensis
Cercis occidentalis,"Western Redbud, California Redbud",Shrub,4.5,5-9,M,LM,SN,DM,3,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Cercis occidentalis
Cercis siliquastrum,"Judas Tree, Redbud",Tree,12.0,6-10,M,LMH,SN,DM,4,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Cercis siliquastrum
Cercocarpus ledifolius,"Mountain Mahogany, Curl-leaf mountain mahogany",Tree,8.0,0-0,S,LMH,N,DM,1,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Cercocarpus ledifolius
Cercocarpus montanus,"Mountain Mahogany, Alderleaf mountain mahogany,  Silver mountain mahogany, Island mountain mahogany,",Shrub,4.0,6-7,M,LMH,N,DM,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Cercocarpus montanus
Cereus hildmannianus,"Hildmania cactus, Hedge cactus",Tree,9.0,9-12,S,LM,N,DM,3,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Cereus hildmannianus
Cereus repandus,Peruvian apple cactus,Tree,10.0,9-12,S,LM,N,DM,3,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Cereus repandus
Ceroxylon alpinum,Wax Palm,Tree,20.0,8-11,S,LMH,SN,M,1,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Ceroxylon alpinum
Ceroxylon quindiuense,Wax Palm,Tree,20.0,8-11,S,LMH,SN,M,1,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Ceroxylon quindiuense
Ceroxylon utile,Wax Palm,Tree,20.0,8-11,S,LMH,SN,M,1,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Ceroxylon utile
Cetraria islandica,"Iceland Moss, Island cetraria lichen, Oriental cetraria lichen",Lichen,0.1,0-0,S,LMH,SN,M,3,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Cetraria islandica
Chaenactis douglasii,"Morning Brides, Douglas' dustymaiden, Alpine dustymaiden",Biennial/Perennial,0.4,6-9,,L,N,DM,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Chaenactis douglasii
Chaenomeles cathayensis,Chinese Quince,Shrub,3.0,4-8,,LMH,SN,M,4,2,0,https://pfaf.org/user/Plant.aspx?LatinName=Chaenomeles cathayensis
Chaenomeles japonica,"Dwarf Quince, Maule's quince, Japanese Flowering Quince",Shrub,1.0,5-8,M,LMH,FSN,M,3,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chaenomeles japonica
Chaenomeles speciosa,"Japanese Quince, Flowering quince",Shrub,3.0,4-8,M,LMH,FSN,M,3,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Chaenomeles speciosa
Chaenomeles x californica,California Quince,Shrub,1.8,4-8,M,LMH,SN,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Chaenomeles x californica
Chaenomeles x superba,"Dwarf Quince, Flowering Quince",Shrub,1.0,5-8,F,LMH,FSN,M,3,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chaenomeles x superba
Chaerophyllum bulbosum,Turnip-Rooted Chervil,Biennial,1.2,5-9,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Chaerophyllum bulbosum
Chaerophyllum tuberosum,Sham,Biennial,0.0,-,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Chaerophyllum tuberosum
Chaerophyllum villosum,,Perennial,0.3,-,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Chaerophyllum villosum
Chamaecrista fasciculata,"Golden Cassia,  Partridge pea",Annual,1.0,4-8,,LMH,SN,M,0,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chamaecrista fasciculata
Chamaecrista nigricans,"Diola, Diala",Perennial,1.5,10-12,F,LMH,N,M,1,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Chamaecrista nigricans
Chamaecrista rotundifolia,Round-leaf cassia,Shrub,1.0,9-11,F,LM,SN,DM,0,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Chamaecrista rotundifolia
Chamaecyparis lawsoniana,"Lawson Cypress, Port orford cedar, Oregon Cedar, Port Orford Cedar, Lawson's Cypress",Tree,25.0,5-7,M,LMH,SN,DM,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Chamaecyparis lawsoniana
Chamaecyparis nootkatensis,"Nootka Cypress, Nootka Cypress, Yellow Cypress, Alaska  Cedar",Tree,15.0,4-8,M,LMH,SN,DM,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Chamaecyparis nootkatensis
Chamaecyparis obtusa,Japanese cypress,Tree,40.0,4-8,M,LMH,N,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chamaecyparis obtusa
Chamaecyparis pisifera,Sawara cypress,Tree,40.0,4-8,M,LMH,SN,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chamaecyparis pisifera
Chamaecyparis thyoides,"White Cypress, Atlantic white cedar, Coast White Cedar, Southern White Cedar, White Cypress",Tree,10.0,4-9,S,LMH,SN,DMWe,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Chamaecyparis thyoides
Chamaecytisus proliferus,Tagasaste. Tree lucerne.,Shrub,4.0,8-12,F,LM,N,DM,0,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Chamaecytisus proliferus
Chamaedaphne calyculata,Leather Leaf,Shrub,0.8,6-9,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Chamaedaphne calyculata
Chamaedorea tepejilote,"Pacaya Palm, Palmito dulce",Tree,7.0,10-12,F,LMH,FS,M,4,0,0,https://pfaf.org/user/Plant.aspx?LatinName=Chamaedorea tepejilote
Chamaelirium luteum,"Blazing Star - Unicorn Root - Devil's Bit, Fairywand",Perennial,0.5,4-8,,LM,SN,M,0,3,,https://pfaf.org/user/Plant.aspx?LatinName=Chamaelirium luteum
Chamaemelum nobile,"Chamomile, Roman chamomile",Perennial,0.2,4-9,,LMH,SN,DM,2,5,4,https://pfaf.org/user/Plant.aspx?LatinName=Chamaemelum nobile
Chamaerops humilis,"Dwarf Fan Palm, European fan palm, Hair Palm, Mediterranean Fan Palm",Tree,1.5,8-11,S,LM,SN,DM,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Chamaerops humilis
Chamaesaracha coronopus,Greenleaf Five Eyes,Perennial,0.2,-,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Chamaesaracha coronopus
Chasmanthium latifolium,"Indian Woodoats, Wild Oats Grass, North American Wild Oats, Northern Sea Oats, Spanglegrass River Oa",Perennial,1.0,4-10,M,LM,SN,M,1,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chasmanthium latifolium
Cheilanthes pteridioides,Ressurection Fern,Fern,0.2,7-10,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Cheilanthes pteridioides
Chelidonium majus,"Greater Celandine, Swallow Wort, Greater Celandine",Perennial,0.5,5-8,F,LMH,FSN,M,1,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Chelidonium majus
Chelone glabra,"Balmony, White turtlehead",Perennial,1.0,3-7,,LMH,SN,MWe,0,3,,https://pfaf.org/user/Plant.aspx?LatinName=Chelone glabra
Chenopodium acuminatum,,Annual,0.6,-,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium acuminatum
Chenopodium album,"Fat Hen, Lambsquarters",Annual,0.9,0-0,,LMH,N,M,3,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium album
Chenopodium ambrosioides,Mexican Tea,Annual/Perennial,1.0,7-10,,LMH,N,M,2,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium ambrosioides
Chenopodium ambrosioides anthelminticum,Wormseed,Annual/Perennial,1.0,7-10,,LMH,N,M,2,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium ambrosioides anthelminticum
Chenopodium auricomum,Queensland Bluebush,Annual,1.8,-,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium auricomum
Chenopodium berlandieri,"Southern Huauzontle, Pitseed goosefoot, Nuttall's goosefoot, Bush's goosefoot,  Zschack's goosefoot",Annual,1.2,0-0,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium berlandieri
Chenopodium bonus-henricus,Good King Henry,Perennial,0.3,4-8,,LMH,N,M,4,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium bonus-henricus
Chenopodium botrys,"Jerusalem Oak, Jerusalem oak goosefoot",Annual,0.6,0-0,,LMH,N,M,2,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium botrys
Chenopodium bushianum,Bush's goosefoot,Annual,0.6,0-0,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium bushianum
Chenopodium californicum,California Goosefoot,Annual,0.6,-,,LMH,N,DM,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium californicum
Chenopodium canihua,,Annual,0.0,-,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium canihua
Chenopodium capitatum,"Strawberry Blite, 	Blite goosefoot",Annual,0.6,4-8,,LMH,N,M,3,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium capitatum
Chenopodium cristatum,Crested Goosefoot,Annual,0.6,-,,LMH,N,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium cristatum
Chenopodium ficifolium,Fig-Leaved Goosefoot,Annual,0.9,4-8,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium ficifolium
Chenopodium foliosum,Leafy goosefoot,Annual,0.6,4-8,,LMH,N,M,3,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium foliosum
Chenopodium fremontii,"Goosefoot, Fremont's goosefoot, Pringle's goosefoot",Annual,0.6,0-0,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium fremontii
Chenopodium giganteum,Tree Spinach,Annual,2.4,4-8,,LMH,N,M,3,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium giganteum
Chenopodium glaucum,Oak-Leaved Goosefoot,Annual,0.3,-,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium glaucum
Chenopodium graveolens,Foetid Goosefoot,Annual,0.9,-,,LMH,N,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium graveolens
Chenopodium hybridum,,Annual,1.5,-,,LMH,N,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium hybridum
Chenopodium incanum,Mealy Goosefoot,Annual,0.5,-,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium incanum
Chenopodium leptophyllum,Narrow Leaved Goosefoot,Annual,0.6,0-0,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium leptophyllum
Chenopodium murale,Nettleleaf Goosefoot,Annual,0.6,0-0,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium murale
Chenopodium nuttalliae,"Huauzontle, Nuttall's goosefoot",Annual,0.6,0-0,,LMH,N,M,4,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium nuttalliae
Chenopodium opulifolium,Seaport goosefoot,Annual,0.8,0-0,,LMH,SN,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium opulifolium
Chenopodium overi,Over's goosefoot,Annual,0.8,0-0,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium overi
Chenopodium pallidicaule,Cañihua,Annual,0.6,-,,LMH,N,DM,3,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium pallidicaule
Chenopodium polyspermum,"All-Seed, Manyseed goosefoot",Annual,0.9,0-0,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium polyspermum
Chenopodium pratericola,Desert Goosefoot,Annual,1.0,-,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium pratericola
Chenopodium quinoa,"Quinoa, Goosefoot, Pigweed, Inca Wheat",Annual,1.5,10-12,F,LMH,N,M,5,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium quinoa
Chenopodium rubrum,Red Goosefoot,Annual,0.6,-,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium rubrum
Chenopodium schraderianum,,Annual,1.2,-,,LMH,N,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium schraderianum
Chenopodium simplex,Mapleleaf goosefoot,Annual,1.2,0-0,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium simplex
Chenopodium spp.,Perennial quinoa,Perennial,2.0,4-10,F,LMH,N,DM,5,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium spp.
Chenopodium stenophyllum,,Annual,0.0,-,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium stenophyllum
Chenopodium suecicum,,Annual,0.0,-,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium suecicum
Chenopodium urbicum,City goosefoot,Annual,0.6,0-0,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium urbicum
Chenopodium virgatum,,Annual,0.6,-,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium virgatum
Chenopodium viride,"White Goosefoot, Pigweed",Annual,0.9,0-0,,LMH,N,M,2,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium viride
Chenopodium vulvaria,Stinking Goosefoot. Arrach - Wormseed,Annual,0.3,4-8,,LMH,N,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium vulvaria
Chesneya nubigena,,Perennial,0.0,-,,LM,N,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Chesneya nubigena
Chiliotrichum diffusum,,Shrub,1.0,7-10,S,LMH,N,DM,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Chiliotrichum diffusum
Chilopsis linearis,Desert Willow,Shrub,9.0,7-11,M,LMH,SN,M,1,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Chilopsis linearis
Chimaphila maculata,"Spotted Wintergreen, Striped prince's pine, Pipsissewa",Shrub,0.3,6-7,S,LMH,SN,M,1,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Chimaphila maculata
Chimaphila umbellata,Pipsissewa,Shrub,0.4,4-8,S,LMH,FS,M,2,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Chimaphila umbellata
Chimonanthus praecox,Winter Sweet,Shrub,3.0,7-9,M,LMH,N,M,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Chimonanthus praecox
Chimonobambusa marmorea,Kan-Chiku,Bamboo,1.5,5-9,F,LMH,SN,M,1,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chimonobambusa marmorea
Chimonobambusa pachystachys,Thorny Bamboo,Bamboo,5.0,-,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Chimonobambusa pachystachys
Chimonobambusa purpurea,,Bamboo,5.0,-,,LMH,SN,M,1,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Chimonobambusa purpurea
Chimonobambusa quadrangularis,Square Bamboo,Bamboo,3.0,5-9,,LMH,S,M,2,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chimonobambusa quadrangularis
Chimonobambusa szechuanensis,,Bamboo,5.0,-,,LMH,FSN,M,1,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chimonobambusa szechuanensis
Chiococca alba,"West Indian Snow Berry, David's rot, Skunk-root, Snowberry.",Shrub,6.0,10-12,M,LMH,N,M,0,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Chiococca alba
Chionanthus virginicus,"Fringe Tree, White fringetree, Old Man's Beard, Fringe Tree",Shrub,5.0,4-9,F,LMH,SN,M,1,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Chionanthus virginicus
Chionographis japonica,,Perennial,0.3,6-9,,LMH,S,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Chionographis japonica
Chloranthus japonicus,,Perennial,0.3,-,,LMH,SN,M,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Chloranthus japonicus
Chlorocardium rodiei,"Greenheart, Demerara Greenheart",Tree,30.0,10-12,M,LMH,N,M,0,2,5,https://pfaf.org/user/Plant.aspx?LatinName=Chlorocardium rodiei
Chlorogalum parviflorum,Smallflower Soapplant,Bulb,0.6,7-10,,LMH,SN,DM,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Chlorogalum parviflorum
Chlorogalum pomeridianum,"Soap Lily, Wavyleaf soap plant",Bulb,2.0,7-10,,LMH,SN,M,3,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Chlorogalum pomeridianum
Chloroxylon swietenia,East Indian Satinwood,Tree,18.0,10-12,F,LMH,N,M,0,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Chloroxylon swietenia
Choisya ternata,Mexican Orange Flower,Shrub,3.0,6-9,M,LM,FSN,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Choisya ternata
Chondrilla ambigua,"Chondrilla, Sha di fen bao ju",Perennial,0.5,4-9,F,LMH,N,DM,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chondrilla ambigua
Chondrilla chondrilloides,,Perennial,0.3,-,,LM,N,DM,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Chondrilla chondrilloides
Chondrilla juncea,"Naked Weed, Rush skeletonweed",Biennial/Perennial,1.0,0-0,,LM,N,DM,3,1,0,https://pfaf.org/user/Plant.aspx?LatinName=Chondrilla juncea
Chorispora sabulosa,,Perennial,0.1,-,,LMH,SN,DM,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Chorispora sabulosa
Chorispora tenella,"Musk Mustard, Crossflower",Annual,0.2,7-10,,LMH,N,DM,2,0,0,https://pfaf.org/user/Plant.aspx?LatinName=Chorispora tenella
Chrozophora obliqua,,Perennial,0.0,-,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Chrozophora obliqua
Chrozophora tinctoria,"Dyer's Croton, Giradol",Perennial,0.0,0-0,,LMH,SN,M,1,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Chrozophora tinctoria
Chrysanthemum carinatum,"Tricolor Chrysanthemum, Painted Daisy, Summer Chrysanthemum",Annual,0.6,0-0,F,LMH,SN,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Chrysanthemum carinatum
Chrysanthemum coronarium,Chop-Suey Greens,Annual,1.2,0-0,,LMH,SN,M,3,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Chrysanthemum coronarium
Chrysanthemum coronarium spatiosum,Chop-Suey Greens,Annual,1.2,0-0,,LMH,SN,M,3,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Chrysanthemum coronarium spatiosum
Chrysanthemum marshallii,,Perennial,0.0,-,,LMH,SN,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chrysanthemum marshallii
Chrysanthemum segetum,Corn Marigold,Annual,0.5,-,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Chrysanthemum segetum
Chrysobalanus icaco,"Coco Plum, Paradise Plum",Tree,6.0,10-12,S,LMH,SN,M,4,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Chrysobalanus icaco
Chrysogonum virginianum,"Golden-knee, Green and Gold, or Goldenstar",Perennial,0.2,5-9,F,LMH,FSN,DM,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chrysogonum virginianum
Chrysolepis chrysophylla,"Golden Chinquapin, Giant chinquapin",Tree,20.0,6-9,M,LM,S,M,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Chrysolepis chrysophylla
Chrysolepis sempervirens,"Dwarf Golden Chinquapin, Bush chinquapin",Shrub,3.0,5-9,,LM,S,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Chrysolepis sempervirens
Chrysophyllum cainito,"Star Apple, Caimito",Tree,25.0,10-12,M,LMH,N,M,4,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Chrysophyllum cainito
Chrysopogon zizanioides,"Vetiver, Vetiver Root, Khus Khus",Perennial,1.8,7-11,F,LM,SN,MWe,2,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Chrysopogon zizanioides
Chrysosplenium alternifolium,"Golden Saxifrage,  Alternate-leaf golden saxifrage, Iowa golden saxifrage",Perennial,0.3,4-8,,LMH,SN,MWe,2,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chrysosplenium alternifolium
Chrysosplenium americanum,"Water Mat, American golden saxifrage",Perennial,0.1,3-7,,LMH,SN,MWe,1,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Chrysosplenium americanum
Chrysosplenium carnosum,,Perennial,0.1,-,,LMH,SN,MWe,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Chrysosplenium carnosum
Chrysosplenium oppositifolium,Golden Saxifrage,Perennial,0.2,4-8,,LMH,SN,MWe,2,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chrysosplenium oppositifolium
Chrysothamnus graveolens,Rubber Rabbitbrush,Shrub,2.5,7-10,,LM,N,DM,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chrysothamnus graveolens
Chrysothamnus nauseosus,Rubber Rabbitbrush,Shrub,2.0,-,,LM,N,DM,1,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Chrysothamnus nauseosus
Chrysothamnus viscidiflorus,"Green Rabbitbrush, Yellow rabbitbrush",Shrub,1.0,3-7,,LM,N,DM,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Chrysothamnus viscidiflorus
Chukrasia tabularis,"Chickrassy, Chittagong Wood, Indian Redwood.",Tree,30.0,9-12,M,LM,N,M,1,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Chukrasia tabularis
Chusquea culeou,Culeu,Bamboo,5.0,6-9,F,LMH,S,M,2,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chusquea culeou
Chusquea quila,Argentinian quila,Bamboo,5.0,6-9,,LMH,S,M,2,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Chusquea quila
Cibotium barometz,Scythian Lamb,Fern,0.0,8-11,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Cibotium barometz
Cicer arietinum,Chick Pea,Annual,0.6,-,,LM,N,DM,4,1,,https://pfaf.org/user/Plant.aspx?LatinName=Cicer arietinum
Cicer microphyllum,,Perennial,0.2,-,,LM,N,DM,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Cicer microphyllum
Cicerbita alpina,Blue Sow Thistle,Perennial,1.0,4-8,,LM,S,M,2,1,,https://pfaf.org/user/Plant.aspx?LatinName=Cicerbita alpina
Cichorium endivia,Endive,Biennial,1.0,-,,LMH,N,M,3,2,,https://pfaf.org/user/Plant.aspx?LatinName=Cichorium endivia
Cichorium intybus,"Chicory, Radicchio, Succory, Witloof",Perennial,1.5,3-7,F,LMH,N,M,4,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Cichorium intybus
Cichorium spinosum,,Biennial/Perennial,0.2,6-9,,LMH,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Cichorium spinosum
Cicuta virosa,"Cowbane, Mackenzie's water hemlock",Perennial,1.2,0-0,,LMH,SN,MWe,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Cicuta virosa
Ciliosemina pedunculata,Ciliosemina,Shrub,3.0,10-12,,LMH,N,M,0,4,0,https://pfaf.org/user/Plant.aspx?LatinName=Ciliosemina pedunculata
Cimicifuga dahurica,Xing An Sheng Ma,Perennial,1.5,4-8,,LMH,S,M,1,3,,https://pfaf.org/user/Plant.aspx?LatinName=Cimicifuga dahurica
Cimicifuga foetida,Foetid Bugbane,Perennial,1.5,3-7,,LMH,S,M,1,3,1,https://pfaf.org/user/Plant.aspx?LatinName=Cimicifuga foetida
Cimicifuga heracleifolia,Komarov's Bugbane,Perennial,1.0,3-7,,LMH,S,M,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Cimicifuga heracleifolia
Cimicifuga racemosa (Actaea racemosa),"Black Cohosh, Black Snakeroot, Bugbane",Perennial,1.5,4-10,M,LMH,S,M,1,4,1,https://pfaf.org/user/Plant.aspx?LatinName=Cimicifuga racemosa (Actaea racemosa)
Cimicifuga simplex,,Perennial,1.5,4-8,,LMH,S,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Cimicifuga simplex
Cinchona calisaya,"Peruvian Bark, Quinine",Tree,6.0,10-12,M,LM,SN,M,2,5,2,https://pfaf.org/user/Plant.aspx?LatinName=Cinchona calisaya
Cinchona micrantha,Huannco,Tree,8.0,10-12,M,LM,SN,M,2,4,2,https://pfaf.org/user/Plant.aspx?LatinName=Cinchona micrantha
Cinchona officinalis,Lojabark,Tree,8.0,10-12,M,LM,SN,M,2,5,2,https://pfaf.org/user/Plant.aspx?LatinName=Cinchona officinalis
Cinchona pubescens,"Quinine tree, Red Bark, Cinchona, Quina, Quinquina, Quinine Bark, Peruvian Bark, Jesuit's Bark",Tree,15.0,10-12,F,LM,SN,M,2,5,2,https://pfaf.org/user/Plant.aspx?LatinName=Cinchona pubescens
Cinna latifolia,"Sweet Reed Grass, Drooping woodreed",Perennial,1.5,0-0,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Cinna latifolia
Cinnamomum camphora,"Camphor, Camphortree",Tree,6.0,9-11,S,LMH,SN,M,2,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Cinnamomum camphora
